	"10_6_5_11" "9_6_5_11" "purep53" "JMS8-2" "JMS8-3" "JMS8-4" "JMS8-5" "JMS9-P7c" "JMS9-P8c"
"Gmppa" 828 1510 1608 1621 3066 1755 1476 877 669
"100862164" 0 0 0 1 0 0 0 0 1
"Asic4" 3 3 69 90 26 14 69 3 0
"Chpf" 1333 1504 5606 4769 4183 3167 5906 694 663
"Tmem198" 94 82 447 479 182 186 761 48 46
"Obsl1" 470 623 4433 3671 1279 765 3757 311 263
"Inha" 31 199 200 131 298 104 185 195 51
"Stk11ip" 1039 1830 1340 1010 2793 1547 972 1019 663
"Slc4a3" 570 941 1886 1750 1304 772 1877 620 348
"100862333" 0 0 0 0 0 0 0 0 1
"Gm17751" 0 0 0 0 0 0 0 0 0
"Epha4" 712 277 6428 6495 745 945 5079 246 472
"Pax3" 0 0 0 2 0 0 0 0 0
"Gm2102" 0 0 0 0 0 0 0 0 0
"Sgpp2" 8 13 20 26 19 17 16 9 6
"Farsb" 1117 2153 3410 3076 4263 2235 2368 1379 877
"Mogat1" 21 3 9 12 6 40 10 3 8
"Acsl3" 3831 3925 7297 5079 8585 10359 8023 2485 3767
"Utp14b" 928 854 2521 2534 1817 2557 2458 323 540
"Kcne4" 5 10 94 144 47 76 194 91 45
"Scg2" 0 1 0 0 1 0 0 0 0
"100862182" 1 0 4 2 9 7 5 1 2
"Ap1s3" 339 252 433 292 631 792 385 171 185
"Wdfy1" 1863 2940 1721 1404 5317 3609 1847 1930 1295
"Gm10555" 4 0 0 0 1 1 0 0 0
"Mrpl44" 385 482 764 589 1132 800 645 329 251
"100862198" 0 0 0 0 0 0 0 0 0
"Serpine2" 44 58 790 924 144 192 755 47 47
"Fam124b" 1 1 0 3 0 1 1 0 0
"Cul3" 5369 5308 12160 7803 14493 11864 12522 4300 3780
"1700016L21Rik" 0 0 0 0 0 0 0 0 0
"Dock10" 10 17 674 342 22 72 650 19 13
"Nyap2" 0 0 0 0 0 0 0 0 0
"Irs1" 4996 2225 1850 2663 3182 3158 1107 1297 2592
"Gm19537" 70 23 6 6 30 46 8 17 32
"Rhbdd1" 1265 3643 2592 3075 6535 2428 2328 2208 889
"Gm19552" 15 15 3 0 15 15 9 6 4
"Col4a4" 15 20 106 172 34 48 151 6 20
"Col4a3" 7 12 148 151 23 46 226 9 9
"Mff" 1068 1470 2757 2677 3538 2520 2567 1053 741
"Tm4sf20" 1 2 2 1 1 3 3 0 1
"Gm17764" 40 68 99 42 102 56 57 26 31
"Agfg1" 4032 2893 5746 4125 8439 8815 6762 1672 2574
"Slc19a3" 28 9 53 93 30 33 65 2 23
"Krtap28-13" 2 0 0 0 1 1 0 0 0
"Ccl20" 339 80 7 8 102 66 4 9 11
"Daw1" 0 0 2 0 1 1 2 1 0
"Sphkap" 0 0 0 1 1 2 0 1 0
"Pid1" 9 11 109 115 11 40 77 7 12
"Dner" 0 0 1 1 2 0 3 0 2
"Mir5126" 0 0 0 0 0 0 0 0 0
"Trip12" 8744 11186 19025 16645 25635 18450 20999 7387 5953
"Fbxo36" 44 120 68 23 218 92 41 82 35
"Slc16a14" 0 0 3 4 2 1 6 0 0
"Gm15433" 0 0 1 0 0 1 1 0 0
"A530032D15Rik" 0 1 0 1 1 0 0 0 0
"A530040E14Rik" 7 3 15 16 33 28 25 7 16
"Gm2619" 0 0 0 0 0 0 0 0 0
"Gm7609" 0 0 0 0 1 2 0 0 1
"C130026I21Rik" 9 6 8 5 6 10 8 2 3
"Gm2666" 3 3 1 0 14 9 0 2 1
"Gm2427" 5 3 7 3 6 5 3 0 3
"Gm7592" 1 0 0 0 7 1 0 0 1
"Sp110" 99 91 128 115 216 238 186 80 73
"Sp140" 423 259 552 505 588 527 487 164 254
"Gm10552" 1 0 0 2 0 1 1 0 0
"100503045" 0 1 1 0 0 0 0 1 0
"Sp100" 70 145 182 222 356 305 258 118 107
"A630001G21Rik" 7 7 18 19 42 41 22 8 14
"Cab39" 6049 5664 8530 5935 14088 13007 9646 4379 4125
"Itm2c" 4095 8090 21699 19457 14599 6886 17437 4541 2281
"4933407L21Rik" 0 1 0 10 0 1 11 0 0
"Gpr55" 4 4 8 24 2 2 16 1 0
"Spata3" 0 0 8 10 2 0 13 0 0
"2810459M11Rik" 67 9 385 427 22 31 201 3 34
"Psmd1" 3958 5610 11241 10043 14691 9867 9954 3167 2677
"Htr2b" 14 5 31 23 26 51 60 10 16
"Armc9" 230 336 896 1020 754 445 861 212 149
"100861644" 0 1 3 3 5 0 2 2 0
"B3gnt7" 61 762 82 78 2408 308 154 571 119
"Gm5258" 1 0 2 0 0 1 0 0 0
"Ncl" 41435 28429 100010 70934 82601 73000 84667 18877 20980
"Snora75" 44 22 103 32 22 71 95 10 32
"Snord82" 3 1 2 1 0 1 3 0 0
"C130036L24Rik" 24 20 59 43 45 36 35 11 11
"Nmur1" 0 2 0 1 0 1 0 1 1
"Tex44" 0 1 0 0 2 0 0 0 0
"Ptma" 5400 9190 18565 17077 21838 12890 15560 7152 5503
"Pde6d" 139 421 812 709 547 200 407 203 87
"Cops7b" 230 343 752 620 659 428 496 187 149
"Nppc" 5 43 182 172 32 13 101 4 4
"Dis3l2" 857 1020 1014 706 2317 1605 995 658 578
"Alppl2" 0 0 2 1 0 2 0 0 0
"Alpi" 2 0 1 1 0 2 4 0 0
"Akp3" 0 0 2 4 0 1 3 0 0
"Ecel1" 1 1 100 66 3 4 137 0 1
"Prss56" 2 6 14 3 3 2 12 0 1
"Chrnd" 0 0 0 0 0 1 0 0 0
"Chrng" 0 0 0 0 0 0 0 0 0
"Eif4e2" 1785 2075 4535 3842 5495 3589 4458 1294 1092
"Efhd1" 181 108 323 263 145 395 338 34 74
"Gigyf2" 2467 3277 2817 2298 5909 3895 2770 2502 1804
"Kcnj13" 15 14 62 94 26 42 69 21 16
"Snorc" 77 146 14 6 310 57 10 77 33
"Ngef" 896 1251 112 91 2540 1322 84 747 568
"A530079E22Rik" 8 19 2 1 17 7 1 17 8
"Gm6153" 44 38 134 23 55 31 64 11 9
"Neu2" 45 46 8 7 137 57 11 51 42
"Inpp5d" 8 4 55 29 35 26 51 15 16
"Atg16l1" 946 1390 1893 1448 2703 1836 2482 1165 685
"Scarna6" 11 3 7 7 8 19 14 6 5
"Sag" 10 17 28 28 35 27 27 20 11
"Gm19582" 4 2 1 3 3 6 2 2 2
"Dgkd" 4898 3509 3875 3442 8538 7753 4310 2273 2579
"Usp40" 428 394 1208 1111 925 831 1209 260 292
"Ugt1a10" 0 0 0 0 0 0 0 0 0
"Ugt1a9" 0 0 0 0 0 0 0 0 0
"Ugt1a7c" 0 0 2 0 1 2 0 3 1
"Ugt1a6b" 5 5 1153 809 9 55 1039 4 3
"Ugt1a6a" 9 12 2083 1607 16 111 2193 15 20
"Ugt1a5" 0 0 3 1 0 0 2 0 0
"Ugt1a2" 0 0 2 1 0 0 0 0 0
"Dnajb3" 5 12 19 27 25 2 31 8 2
"Ugt1a1" 0 0 3 5 0 1 5 11 2
"Mroh2a" 1 3 21 22 6 2 66 0 0
"Hjurp" 282 315 765 513 565 354 540 196 178
"6430706D22Rik" 0 0 0 0 0 0 0 0 0
"Trpm8" 0 0 1 1 0 0 0 0 0
"Spp2" 0 0 0 0 0 0 0 0 0
"Glrp1" 0 0 40 37 1 1 74 0 0
"Gm19589" 0 14 28 20 7 6 40 7 5
"Arl4c" 885 1011 9382 8522 2151 938 16785 731 609
"Platr5" 0 2 4 0 3 0 0 0 0
"1700067G17Rik" 1 0 0 0 0 2 0 0 0
"Sh3bp4" 4466 5607 2662 2563 10081 5982 2886 3633 3205
"C030007H22Rik" 0 0 0 0 0 0 0 0 0
"Agap1" 2298 4548 2556 2510 8612 4151 2569 2719 1553
"4933400F21Rik" 2 2 1 1 1 3 0 5 0
"Gbx2" 0 0 0 0 1 2 0 0 0
"Asb18" 0 0 0 0 0 1 0 0 0
"Iqca" 0 0 1 0 0 0 1 0 0
"Ackr3" 1603 460 6687 10085 1235 2909 5743 301 1293
"Cops8" 1708 2311 4578 4041 5006 3448 4234 1455 1242
"Gm9991" 0 1 0 0 1 0 0 1 0
"Col6a3" 3838 16548 1900 2252 26518 17338 5626 9847 3956
"Mlph" 4031 15292 227 371 26785 7519 239 9294 3798
"Prlh" 10 40 0 0 51 15 1 7 6
"Rab17" 1271 1485 62 61 2717 1862 73 931 982
"Lrrfip1" 10218 7517 6903 4588 20200 24680 7500 4444 5916
"Rbm44" 8 2 11 17 13 23 9 3 4
"Ramp1" 1683 514 2110 1316 1271 2196 1334 182 816
"Ube2f" 2282 1547 1909 1396 3673 3555 2146 1095 1503
"665783" 558 521 954 703 1202 1016 938 352 382
"Scly" 1466 1596 731 674 3200 2374 524 746 817
"Espnl" 109 54 22 50 254 406 56 25 59
"100503326" 3 0 0 1 1 2 0 0 0
"Klhl30" 9 6 9 15 39 69 6 3 6
"Erfe" 105 97 155 66 186 182 78 32 68
"Ilkap" 1338 1763 2284 1831 3288 2226 1901 1155 904
"1700020N18Rik" 6 2 1 1 6 7 2 2 0
"Hes6" 390 706 435 423 1281 760 286 386 230
"Per2" 10825 10887 5077 3333 24557 21249 8246 6293 7144
"Traf3ip1" 231 652 511 479 1389 766 392 409 172
"Asb1" 241 418 751 676 846 505 642 203 125
"Twist2" 2 8 29 29 4 18 32 2 6
"Hdac4" 950 1130 3135 2995 2326 1530 3309 664 451
"Ndufa10" 1926 2703 4342 3700 6358 3631 3559 1536 1189
"Olfr1416" 0 0 0 0 0 0 0 0 0
"Olfr1415" 0 0 0 0 0 0 0 0 0
"Olfr1414" 0 0 0 0 0 0 0 0 0
"Olfr1413" 0 0 0 0 0 0 0 0 0
"Olfr1412" 0 0 0 0 0 0 0 0 0
"Olfr1411" 0 0 0 0 0 0 0 0 0
"Olfr1410" 0 0 0 0 0 0 0 0 0
"Olfr12" 0 0 0 0 0 0 0 0 0
"Cops9" 525 1110 1594 1560 2234 1179 1307 658 484
"Otos" 0 0 0 1 0 0 1 0 0
"Gpc1" 547 4509 11165 6819 6014 1279 8814 1940 637
"100504295" 0 0 1 0 0 0 0 0 0
"Mir149" 0 0 0 0 1 0 1 0 0
"Ankmy1" 5 15 66 39 22 10 26 4 4
"Dusp28" 217 237 380 387 539 320 369 131 103
"Rnpepl1" 1941 2225 2607 2354 4610 3365 2293 1182 1075
"9430060I03Rik" 1 1 4 5 6 1 9 1 1
"Capn10" 195 396 573 428 684 329 343 226 151
"Gpr35" 47 27 104 139 100 71 164 8 14
"Aqp12" 0 0 3 6 0 0 1 0 0
"Kif1a" 4 58 1927 2007 123 57 3984 26 5
"Agxt" 0 3 15 5 1 1 14 0 0
"2310007B03Rik" 19 61 1530 903 152 65 2259 25 11
"Crocc2" 2 27 9 6 22 10 20 4 3
"Sned1" 311 454 639 732 866 845 1602 467 242
"Mterf4" 425 724 895 866 1382 1080 1447 579 361
"Pask" 132 246 996 752 532 233 771 116 98
"Ppp1r7" 1150 1875 2207 1820 3675 1946 1704 1199 742
"Ano7" 6 24 16 9 33 11 9 13 4
"Hdlbp" 34306 32587 60651 53987 78427 74602 64598 18451 21840
"Sept2" 6366 8494 21382 15452 17091 12680 18212 5400 4543
"Farp2" 872 571 666 873 1536 1674 781 292 514
"Stk25" 4937 4798 5428 4634 9613 8923 5441 2912 3084
"Bok" 34 62 2254 1806 152 75 1427 61 24
"Thap4" 746 1203 1930 1807 2189 1075 1377 626 451
"Atg4b" 1500 1980 2745 2477 4163 2703 2730 1115 943
"Dtymk" 634 1001 2893 2039 1975 917 1611 610 439
"Ing5" 2225 2011 3630 3221 3863 3118 3463 1081 1202
"D2hgdh" 160 202 184 153 331 175 133 112 70
"Gal3st2" 3 0 4 16 6 6 1 0 5
"Gal3st2b" 1 1 3 4 6 7 3 3 1
"Gm7889" 10 22 12 22 30 19 14 16 12
"Gal3st2c" 0 0 2 2 1 1 0 1 0
"Neu4" 0 0 0 0 0 0 0 0 0
"Pdcd1" 0 0 2 0 0 1 1 0 0
"4930440C22Rik" 0 0 0 0 0 0 0 0 0
"Fam174a" 474 653 658 678 1082 718 440 355 270
"St8sia4" 10 4 47 14 13 17 52 10 6
"4930598F16Rik" 0 0 0 0 0 0 0 0 0
"100504401" 5 13 38 27 24 20 37 4 1
"1700063A18Rik" 0 0 0 0 0 0 0 0 0
"4930533P14Rik" 0 0 0 0 0 0 0 0 0
"Slco4c1" 1 5 1 1 13 9 2 0 3
"Panct2" 8 24 0 0 45 28 2 20 8
"Slco6b1" 0 0 0 0 0 0 0 0 0
"Slco6c1" 0 0 0 0 0 0 0 0 0
"Gm7133" 0 0 0 0 0 0 0 0 0
"Gm7135" 0 0 0 1 1 2 0 0 0
"D1Ertd622e" 722 1434 1007 687 2823 1313 952 853 506
"Ppip5k2" 1760 2008 4400 2377 4586 3527 3636 1590 1261
"Gin1" 106 152 203 162 289 192 171 135 102
"Pam" 2652 7977 6608 7466 14227 6034 6773 4886 2298
"B230216N24Rik" 35 20 11 15 33 87 16 14 18
"1810006J02Rik" 0 0 3 1 0 1 0 0 0
"Slco6d1" 0 0 0 0 0 0 0 0 0
"100504494" 156 209 449 375 541 358 396 167 144
"Cntnap5b" 1 0 0 0 4 3 0 0 0
"Gm20268" 0 0 0 0 0 0 0 0 0
"Cdh20" 0 0 17 6 2 1 4 0 0
"Rnf152" 12 60 214 288 87 30 226 27 16
"Gm17634" 0 2 4 1 0 0 0 1 0
"Pign" 1779 2815 5010 3958 6110 3588 4548 1895 1277
"Relch" 2704 2509 2686 2328 4743 4177 2759 1911 1764
"Gm10193" 241 390 500 531 924 554 505 268 168
"Tnfrsf11a" 1264 186 1502 1732 630 1260 1481 134 725
"Gm7160" 21 16 19 18 19 15 14 4 6
"Zcchc2" 1562 1175 4772 3812 3060 2835 5592 841 899
"Gm20753" 6 2 2 4 4 2 4 0 2
"Phlpp1" 4369 2631 3220 3167 6323 6792 2856 1461 2677
"Bcl2" 3752 593 1833 1965 2754 6458 2078 241 1601
"D630008O14Rik" 1 1 0 0 2 4 0 0 2
"Kdsr" 1374 1295 2046 1806 3070 2254 2189 757 673
"Vps4b" 4039 4411 5475 3492 8852 7318 5219 2860 2594
"Serpinb5" 3078 3806 11531 9038 10184 6501 16358 3202 2915
"Serpinb12" 2 1 7 6 6 12 8 8 2
"Serpinb13" 0 0 1 0 0 1 0 2 0
"Serpinb3a" 0 0 0 0 0 0 0 0 0
"Serpinb3d" 0 0 0 0 0 0 0 0 0
"Serpinb3b" 0 0 0 0 1 0 0 34 0
"Serpinb3c" 0 0 1 2 3 0 1 1 0
"Serpinb11" 33 32 16390 9012 298 267 10087 6 33
"Serpinb7" 0 0 40 29 1 2 36 9 1
"Serpinb2" 2 50 164 51 100 28 296 2194 28
"Serpinb10" 4 2 1905 1273 6 14 1000 16 3
"Serpinb8" 229 124 227 137 209 365 267 146 163
"Cdh7" 0 0 0 0 0 0 0 0 0
"Cdh19" 58 2 32 19 24 160 12 1 24
"Dsel" 880 455 3170 2075 992 1616 2778 225 476
"Cntnap5a" 0 0 0 0 0 0 0 0 0
"Gm7145" 0 0 0 0 0 0 0 0 0
"Tsn" 1389 2298 3256 3091 5322 3219 2646 1349 1006
"Nifk" 1311 1213 4258 3748 4138 3430 4698 888 944
"Clasp1" 2739 2745 6811 6913 7345 5458 7265 1881 1751
"2900060B14Rik" 18 43 37 36 27 45 20 8 8
"Tfcp2l1" 2467 3251 839 1258 7105 6030 643 2340 2185
"Gli2" 45 64 237 188 183 103 142 81 42
"Inhbb" 8337 9378 577 576 16748 17706 634 4911 4856
"Gm19295" 1 0 0 0 0 0 0 0 0
"Ralb" 5007 3317 2575 1869 7449 6979 2833 1431 2329
"Tmem185b" 1315 1266 2303 2148 2958 2357 2204 757 848
"Epb41l5" 1802 1972 761 742 4606 2980 813 1704 1349
"Ptpn4" 1212 1484 1892 1217 2990 2576 2426 1132 977
"Tmem177" 33 139 75 66 226 63 49 76 34
"Cfap221" 0 0 3 2 0 0 2 0 0
"Sctr" 0 1 1 4 0 0 1 0 0
"Tmem37" 40 21 83 82 67 64 53 7 14
"Dbi" 4108 2571 4077 3432 8223 8502 3126 1320 2939
"3110009E18Rik" 41 55 133 105 123 86 96 34 43
"Steap3" 560 336 777 703 963 1487 796 78 327
"C1ql2" 0 0 3 3 0 0 7 1 0
"Marco" 0 0 0 0 0 1 1 5 0
"En1" 11 5 1 5 0 14 3 0 3
"Celrr" 0 0 1 0 0 0 0 0 0
"Insig2" 717 1733 2038 2121 2998 1320 1975 1221 523
"Ccdc93" 928 794 1287 1641 1883 1520 1243 513 509
"Htr5b" 0 0 6 9 3 3 1 1 0
"Ddx18" 271 286 757 630 725 528 710 191 166
"100502702" 0 0 1 0 0 0 0 0 0
"Dpp10" 0 0 0 0 0 0 0 0 0
"Actr3" 4901 4753 14556 11862 11080 9388 12458 3100 3604
"Slc35f5" 2463 5291 3420 3060 9193 4715 3428 3937 2021
"Gpr39" 25 184 9 9 205 70 3 61 19
"Lypd1" 0 0 3 0 0 2 1 1 0
"Nckap5" 132 1329 238 258 2056 394 285 1005 297
"Mgat5" 554 4190 1257 1001 6980 1369 1130 1855 531
"Gm8451" 2036 2237 2954 1168 2223 1586 1122 483 471
"Tmem163" 2 6 2 5 10 3 2 2 0
"Acmsd" 1 0 4 10 2 2 9 1 1
"2900009J06Rik" 3 7 13 14 14 9 10 1 4
"Ccnt2" 2254 2141 2386 1510 4585 4808 3081 1723 1670
"Map3k19" 3 4 3 2 3 3 1 1 1
"Rab3gap1" 2932 4004 4059 3552 7869 5730 4209 2421 1943
"Zranb3" 237 278 1180 1042 704 440 980 179 142
"R3hdm1" 2606 3197 4982 4035 6705 4317 4136 2347 1720
"Mir128-1" 0 0 0 1 0 1 0 0 0
"Ubxn4" 5835 5145 8094 6437 13313 12727 11096 4118 4379
"Lct" 6 2 24 42 4 4 24 0 0
"Mcm6" 1210 2021 6212 5871 4302 1974 3231 745 659
"Dars" 2529 3407 4796 3549 7124 4547 3345 2195 1621
"Cxcr4" 5514 1229 490 1062 1911 4742 427 447 2866
"Thsd7b" 0 0 10 2 3 1 10 2 0
"Rpl31-ps9" 425 543 814 327 585 354 348 110 111
"Cd55b" 120 61 6 6 202 365 8 31 89
"Cd55" 4684 2185 256 264 6709 13535 390 1525 2848
"Zp3r" 0 1 0 0 0 1 0 0 0
"C4bp" 0 0 1 0 3 0 0 0 0
"C4bp-ps1" 4 8 2 12 25 19 4 17 6
"Pfkfb2" 2999 5019 2756 1933 9854 7718 3662 4927 3045
"Yod1" 1753 1137 2365 1517 2338 3382 2147 891 936
"AA986860" 1196 1545 145 116 2752 2303 200 1367 829
"Fcamr" 6 13 6 2 19 15 4 17 8
"100502856" 4 2 1 1 5 13 1 1 2
"Pigr" 1394 261 52 32 1785 4109 35 133 950
"Fcmr" 4 0 17 15 6 10 20 2 2
"Il24" 75 55 1878 1173 215 313 3310 29 63
"Il20" 1 0 0 1 1 2 2 1 0
"Il19" 4 2 100 66 10 6 245 1 1
"Il10" 6 7 53 57 17 12 58 1 4
"Mapkapk2" 7942 8089 18777 16940 20342 14916 18650 4702 4874
"Dyrk3" 673 1252 1137 897 2465 1480 1710 671 500
"Eif2d" 1202 1821 2916 2479 3705 1978 2262 1050 745
"Rassf5" 1047 692 887 1140 1346 1360 775 315 495
"Ikbke" 170 499 2095 1782 806 397 2235 312 154
"Srgap2" 1007 1359 2837 2190 2838 1663 3165 879 666
"Fam72a" 29 27 86 147 61 43 53 12 8
"Avpr1b" 0 1 1 0 0 0 0 0 0
"Ctse" 99 618 11 6 1026 302 14 242 121
"Rab7b" 3686 933 439 459 4862 8285 598 377 1962
"Slc26a9" 1120 313 223 278 1965 2714 314 70 259
"Pm20d1" 198 143 1208 1010 455 369 1201 74 89
"Slc41a1" 6843 5463 16850 12111 14431 11432 18390 3729 3759
"Rab29" 274 209 312 232 470 332 226 127 188
"Nucks1" 2330 3787 7580 5515 8069 4621 6769 2424 1321
"Slc45a3" 3905 5437 541 427 7543 5872 556 2618 2462
"Elk4" 2631 2144 4562 3859 6123 6129 5589 1214 1476
"Mfsd4a" 865 989 1291 1025 2198 1791 1440 481 486
"Cdk18" 902 4610 1677 852 6791 2653 2893 2327 933
"Mir135b" 0 0 0 0 0 0 0 0 0
"Lemd1" 0 0 17 15 1 3 17 0 0
"Klhdc8a" 51 135 85 54 234 100 123 24 21
"Nuak2" 635 1215 1591 1479 2235 783 2972 543 388
"Tmcc2" 321 2016 799 961 2796 569 536 971 303
"Dstyk" 1360 3733 2727 2663 5666 2501 2742 2365 1111
"Rbbp5" 989 1088 1228 1232 2312 1952 1358 702 712
"Tmem81" 73 74 136 149 181 180 134 56 51
"Cntn2" 10 7 4194 3980 28 67 7398 4 11
"Nfasc" 22 6 111 94 63 38 132 9 17
"Gm10538" 0 0 0 0 0 0 0 0 0
"Lrrn2" 26 389 652 1112 528 72 558 108 28
"Mdm4" 2584 1973 2391 1699 3959 4040 3064 2105 2083
"Pik3c2b" 1025 1329 974 1076 2300 1030 749 1033 700
"Ppp1r15b" 5978 4812 12660 12774 12177 11746 10971 2913 3230
"Plekha6" 7900 7887 850 1411 17307 10877 858 6788 5475
"Gm19461" 177 42 2 1 133 204 5 19 82
"Golt1a" 4 0 0 3 2 4 2 2 2
"Kiss1" 2 0 0 1 5 1 0 0 1
"Ren1" 1 0 9 13 11 7 30 1 1
"Etnk2" 101 97 154 114 192 131 156 42 39
"Sox13" 1145 1208 2155 1888 2147 1359 1261 939 722
"Snrpe" 434 600 1629 1320 1292 765 1135 365 331
"Zc3h11a" 8999 8708 17636 12727 22403 18979 21215 8197 7604
"Zbed6" 5638 5439 8852 6285 13190 12129 12394 5097 5218
"Lax1" 7 5 37 50 10 10 43 5 6
"Atp2b4" 87 120 1930 3055 642 198 2506 293 83
"Optc" 5 24 197 297 37 20 204 8 4
"Prelp" 4231 3562 24583 34957 9172 4719 28090 2091 2662
"100502984" 0 0 5 7 0 0 11 0 0
"Fmod" 10 6 7116 11090 62 182 8991 23 25
"Gm19497" 10 26 25 20 28 22 8 7 5
"Btg2" 49866 29819 50050 61281 38385 36360 15882 22839 37474
"Gm8618" 17 21 36 15 13 15 5 1 0
"Chit1" 8 17 16 8 71 44 24 99 13
"Chil1" 27117 2149 22416 16561 10548 65814 29498 508 7335
"Mybph" 351 43 2146 1200 388 1583 4672 26 77
"Adora1" 134 48 310 340 217 400 436 56 68
"Myog" 1 0 2 8 1 0 1 0 0
"Ppfia4" 35 38 188 201 105 135 232 17 25
"Tmem183a" 3540 3649 5817 4515 8908 7112 5165 2471 2478
"4933406M09Rik" 0 0 1 1 0 0 0 0 1
"Cyb5r1" 1028 824 1236 1123 1980 2001 949 422 612
"Adipor1" 5245 7405 5943 4675 12466 6961 4444 3961 2874
"100861791" 0 0 0 0 0 1 0 1 0
"Klhl12" 931 998 1417 1181 2227 1614 1330 690 541
"Rabif" 1171 1385 900 979 2179 1568 965 580 463
"100503055" 17 10 21 20 35 26 22 9 4
"Mgat4e" 0 0 0 4 1 0 1 0 1
"Kdm5b" 6786 5737 7684 8785 16599 14600 8892 3705 4339
"Syt2" 1 1 3 12 5 9 6 3 3
"Ppp1r12b" 620 309 796 1125 613 733 886 175 292
"Ube2t" 53 100 203 172 121 60 122 64 36
"Lgr6" 3366 970 16503 14719 3564 5015 13636 462 1604
"Ptprv" 691 364 1622 799 1476 1234 714 178 259
"Gm10535" 2 0 0 0 8 10 1 0 3
"Ptpn7" 3 5 15 12 22 18 12 3 1
"Arl8a" 1845 2272 2079 2046 5999 3968 2318 1654 1447
"Gpr37l1" 2 9 13 14 14 8 5 5 4
"Elf3" 13475 15952 2344 2900 28826 19876 2269 8272 7722
"Rnpep" 4091 4058 5596 4282 9387 5783 4355 2272 2973
"Timm17a" 747 1023 1693 1406 2052 1418 1321 625 591
"Lmod1" 546 121 5753 7757 354 428 5781 126 325
"Shisa4" 44 173 381 474 317 92 387 102 55
"Ipo9" 2358 3160 9226 8772 7037 4409 6759 1918 1561
"Nav1" 323 1520 3769 3349 2752 1070 2911 868 376
"Csrp1" 18002 15890 85326 117585 30851 22964 85888 10384 14972
"Phlda3" 358 621 7172 5670 968 561 6936 413 204
"Tnni1" 6 1 65 27 2 2 41 4 1
"Lad1" 2955 4725 1846 1516 11901 5450 2572 3007 2301
"Tnnt2" 94 114 48 52 214 132 67 62 52
"Pkp1" 718 2305 17649 17601 4932 1391 25768 2240 767
"Igfn1" 0 0 1 1 0 0 0 0 0
"Tmem9" 1106 1773 2919 2551 3684 1745 1896 862 654
"Cacna1s" 4 2 0 1 7 2 0 2 1
"Gm15850" 0 0 0 1 0 0 0 0 0
"Kif21b" 1522 226 639 374 650 1131 887 133 833
"Mroh3" 16 12 136 88 63 105 249 7 16
"Inava" 1357 1507 5387 3547 4429 4613 8386 732 553
"Gm3878" 0 0 0 0 1 0 0 1 0
"Gpr25" 1 0 13 11 12 12 26 1 0
"Camsap2" 3621 3421 8605 6308 9488 8293 10813 2317 2196
"9230116N13Rik" 7 10 12 9 23 5 10 11 6
"Ddx59" 209 339 527 490 691 405 432 213 176
"Kif14" 47 67 946 792 135 73 788 40 41
"4933409D19Rik" 0 0 0 1 0 0 0 0 0
"Zfp281" 1505 1712 3196 1953 2952 2607 4261 1084 1147
"Gm19705" 10 20 11 5 34 23 12 12 17
"Platr22" 4 1 6 10 3 3 4 0 4
"Mif-ps1" 25 67 208 156 153 98 134 31 42
"Nr5a2" 2 2 20 10 5 1 17 2 1
"A130050O07Rik" 0 0 0 0 0 1 0 0 0
"Mir181a-1" 0 0 0 0 0 0 0 0 0
"Mir181b-1" 0 0 0 0 0 0 0 0 0
"Ptprc" 1 0 64 16 22 17 88 26 16
"Atp6v1g3" 0 1 0 0 1 0 0 0 0
"Nek7" 4459 29436 5091 4556 52192 13020 4370 20113 5924
"Gm5833" 1 0 0 0 0 0 0 0 0
"Lhx9" 2 0 0 1 0 1 0 1 0
"2310009B15Rik" 64 112 163 117 207 107 106 59 49
"1700019P21Rik" 0 0 0 0 0 0 0 0 0
"Dennd1b" 1366 1585 1863 1406 3329 2963 1914 1147 950
"Crb1" 1 0 1 0 0 0 0 0 0
"4933436E23Rik" 0 0 0 0 0 0 0 0 0
"Zbtb41" 1611 1572 3720 2161 3521 3680 3849 1214 1140
"Aspm" 98 139 2717 1664 348 193 2247 109 105
"F13b" 0 0 0 0 0 0 0 0 0
"Cfhr1" 0 0 0 0 0 0 0 0 0
"Cfhr3" 0 0 0 0 0 0 0 0 0
"Gm4788" 1 0 2 0 0 2 2 0 2
"Cfhr2" 0 0 1 0 0 0 0 0 0
"Cfh" 56 124 126 111 187 408 210 81 111
"Kcnt2" 3 1 4 8 0 12 6 1 2
"4930590L20Rik" 0 0 0 0 0 0 0 0 0
"Gm4845" 0 0 1 0 0 0 0 0 0
"Cdc73" 2021 2380 3290 2362 4870 3566 2968 1607 1321
"B3galt2" 5 11 18 11 7 13 18 7 5
"Glrx2" 257 726 930 733 1256 570 701 412 227
"Trove2" 565 1787 2044 1656 2693 1290 2141 1278 519
"Uchl5" 770 1502 1858 1335 2938 1601 1300 1058 548
"Rgs2" 1049 4107 6264 5932 3601 1357 5148 2347 673
"100861894" 0 0 0 0 0 0 0 0 0
"Rgs13" 0 0 0 1 0 0 0 0 0
"Rgs1" 0 3 29 20 27 12 46 14 9
"Rgs21" 0 0 0 0 0 0 0 0 0
"Rgs18" 0 0 3 1 0 2 2 3 1
"Brinp3" 1 3 330 368 1 1 301 5 4
"Gm15583" 56 50 52 26 160 138 36 19 21
"Gm9931" 0 0 0 0 0 0 0 0 0
"100503781" 0 0 0 0 0 0 0 0 0
"Pla2g4a" 2864 1520 1411 1211 3912 4724 1152 1105 2173
